gcid                 end                  start                valid                duration             blocknum            
0                    6331380000.0         6329880000           0.0                  1500000.0            66                  
1                    6331380000.0         6329880000           0.0                  1500000.0            195                 
2                    6331380000.0         6329880000           0.0                  1500000.0            323                 
3                    6331380000.0         6329880000           0.0                  1500000.0            450                 
4                    6331380000.0         6329880000           0.0                  1500000.0            579                 
5                    6331380000.0         6329880000           0.0                  1500000.0            834                 
6                    6331780000.0         6329880000           0.0                  1900000.0            962                 
7                    6331780000.0         6329880000           0.0                  1900000.0            707                 
8                    6333280000.0         6331780000.0         0.0                  1500000.0            67                  
9                    6333280000.0         6331780000.0         0.0                  1500000.0            196                 
10                   6333280000.0         6331780000.0         0.0                  1500000.0            324                 
11                   6333280000.0         6331780000.0         0.0                  1500000.0            451                 
12                   6333280000.0         6331780000.0         0.0                  1500000.0            580                 
13                   6333280000.0         6331780000.0         0.0                  1500000.0            708                 
14                   6333280000.0         6331780000.0         0.0                  1500000.0            835                 
15                   6333280000.0         6331780000.0         0.0                  1500000.0            963                 
16                   6334780000.0         6333280000.0         0.0                  1500000.0            68                  
17                   6334780000.0         6333280000.0         0.0                  1500000.0            197                 
18                   6334780000.0         6333280000.0         0.0                  1500000.0            325                 
19                   6334780000.0         6333280000.0         0.0                  1500000.0            452                 
20                   6334780000.0         6333280000.0         0.0                  1500000.0            581                 
21                   6334780000.0         6333280000.0         0.0                  1500000.0            709                 
22                   6334780000.0         6333280000.0         0.0                  1500000.0            836                 
23                   6334780000.0         6333280000.0         0.0                  1500000.0            964                 
24                   6336280000.0         6334780000.0         0.0                  1500000.0            69                  
25                   6336280000.0         6334780000.0         0.0                  1500000.0            198                 
26                   6336280000.0         6334780000.0         0.0                  1500000.0            326                 
27                   6336280000.0         6334780000.0         0.0                  1500000.0            453                 
28                   6336280000.0         6334780000.0         0.0                  1500000.0            582                 
29                   6336280000.0         6334780000.0         0.0                  1500000.0            710                 
30                   6336280000.0         6334780000.0         0.0                  1500000.0            837                 
31                   6336280000.0         6334780000.0         0.0                  1500000.0            965                 
32                   6337780000.0         6336280000.0         0.0                  1500000.0            70                  
33                   6337780000.0         6336280000.0         0.0                  1500000.0            199                 
34                   6337780000.0         6336280000.0         0.0                  1500000.0            327                 
35                   6337780000.0         6336280000.0         0.0                  1500000.0            454                 
36                   6337780000.0         6336280000.0         0.0                  1500000.0            583                 
37                   6337780000.0         6336280000.0         0.0                  1500000.0            711                 
38                   6337780000.0         6336280000.0         0.0                  1500000.0            838                 
39                   6337780000.0         6336280000.0         0.0                  1500000.0            966                 
40                   6339280000.0         6337780000.0         0.0                  1500000.0            71                  
41                   6339280000.0         6337780000.0         0.0                  1500000.0            200                 
42                   6339280000.0         6337780000.0         0.0                  1500000.0            328                 
43                   6339280000.0         6337780000.0         0.0                  1500000.0            455                 
44                   6339280000.0         6337780000.0         0.0                  1500000.0            584                 
45                   6339280000.0         6337780000.0         0.0                  1500000.0            712                 
46                   6339280000.0         6337780000.0         0.0                  1500000.0            839                 
47                   6339280000.0         6337780000.0         0.0                  1500000.0            967                 
48                   6340780000.0         6339280000.0         0.0                  1500000.0            72                  
49                   6340780000.0         6339280000.0         0.0                  1500000.0            201                 
50                   6340780000.0         6339280000.0         0.0                  1500000.0            329                 
51                   6340780000.0         6339280000.0         0.0                  1500000.0            456                 
52                   6340780000.0         6339280000.0         0.0                  1500000.0            585                 
53                   6340780000.0         6339280000.0         0.0                  1500000.0            713                 
54                   6340780000.0         6339280000.0         0.0                  1500000.0            840                 
55                   6340780000.0         6339280000.0         0.0                  1500000.0            968                 
56                   6342280000.0         6340780000.0         0.0                  1500000.0            73                  
57                   6342280000.0         6340780000.0         0.0                  1500000.0            202                 
58                   6342280000.0         6340780000.0         0.0                  1500000.0            330                 
59                   6342280000.0         6340780000.0         0.0                  1500000.0            457                 
60                   6342280000.0         6340780000.0         0.0                  1500000.0            586                 
61                   6342280000.0         6340780000.0         0.0                  1500000.0            714                 
62                   6342280000.0         6340780000.0         0.0                  1500000.0            841                 
63                   6342280000.0         6340780000.0         0.0                  1500000.0            969                 
64                   6343780000.0         6342280000.0         0.0                  1500000.0            74                  
65                   6343780000.0         6342280000.0         0.0                  1500000.0            203                 
66                   6343780000.0         6342280000.0         0.0                  1500000.0            331                 
67                   6343780000.0         6342280000.0         0.0                  1500000.0            458                 
68                   6343780000.0         6342280000.0         0.0                  1500000.0            587                 
69                   6343780000.0         6342280000.0         0.0                  1500000.0            715                 
70                   6343780000.0         6342280000.0         0.0                  1500000.0            842                 
71                   6343780000.0         6342280000.0         0.0                  1500000.0            970                 
72                   6345280000.0         6343780000.0         0.0                  1500000.0            75                  
73                   6345280000.0         6343780000.0         0.0                  1500000.0            204                 
74                   6345280000.0         6343780000.0         0.0                  1500000.0            332                 
75                   6345280000.0         6343780000.0         0.0                  1500000.0            459                 
76                   6345280000.0         6343780000.0         0.0                  1500000.0            588                 
77                   6345280000.0         6343780000.0         0.0                  1500000.0            716                 
78                   6345280000.0         6343780000.0         0.0                  1500000.0            843                 
79                   6345280000.0         6343780000.0         0.0                  1500000.0            971                 
80                   6346780000.0         6345280000.0         0.0                  1500000.0            76                  
81                   6346780000.0         6345280000.0         0.0                  1500000.0            205                 
82                   6346780000.0         6345280000.0         0.0                  1500000.0            333                 
83                   6346780000.0         6345280000.0         0.0                  1500000.0            460                 
84                   6346780000.0         6345280000.0         0.0                  1500000.0            589                 
85                   6346780000.0         6345280000.0         0.0                  1500000.0            717                 
86                   6346780000.0         6345280000.0         0.0                  1500000.0            844                 
87                   6346780000.0         6345280000.0         0.0                  1500000.0            972                 
88                   6348280000.0         6346780000.0         0.0                  1500000.0            77                  
89                   6348280000.0         6346780000.0         0.0                  1500000.0            206                 
90                   6348280000.0         6346780000.0         0.0                  1500000.0            334                 
91                   6348280000.0         6346780000.0         0.0                  1500000.0            461                 
92                   6348280000.0         6346780000.0         0.0                  1500000.0            590                 
93                   6348280000.0         6346780000.0         0.0                  1500000.0            718                 
94                   6348280000.0         6346780000.0         0.0                  1500000.0            845                 
95                   6348280000.0         6346780000.0         0.0                  1500000.0            973                 
96                   6349780000.0         6348280000.0         0.0                  1500000.0            78                  
97                   6349780000.0         6348280000.0         0.0                  1500000.0            207                 
98                   6349780000.0         6348280000.0         0.0                  1500000.0            335                 
99                   6349780000.0         6348280000.0         0.0                  1500000.0            462                 
100                  6349780000.0         6348280000.0         0.0                  1500000.0            591                 
101                  6349780000.0         6348280000.0         0.0                  1500000.0            719                 
102                  6349780000.0         6348280000.0         0.0                  1500000.0            846                 
103                  6349780000.0         6348280000.0         0.0                  1500000.0            974                 
104                  6351280000.0         6349780000.0         0.0                  1500000.0            79                  
105                  6351280000.0         6349780000.0         0.0                  1500000.0            208                 
106                  6351280000.0         6349780000.0         0.0                  1500000.0            336                 
107                  6351280000.0         6349780000.0         0.0                  1500000.0            463                 
108                  6351280000.0         6349780000.0         0.0                  1500000.0            592                 
109                  6351280000.0         6349780000.0         0.0                  1500000.0            720                 
110                  6351280000.0         6349780000.0         0.0                  1500000.0            847                 
111                  6351280000.0         6349780000.0         0.0                  1500000.0            975                 
112                  6352780000.0         6351280000.0         0.0                  1500000.0            80                  
113                  6352780000.0         6351280000.0         0.0                  1500000.0            209                 
114                  6352780000.0         6351280000.0         0.0                  1500000.0            337                 
115                  6352780000.0         6351280000.0         0.0                  1500000.0            464                 
116                  6352780000.0         6351280000.0         0.0                  1500000.0            593                 
117                  6352780000.0         6351280000.0         0.0                  1500000.0            721                 
118                  6352780000.0         6351280000.0         0.0                  1500000.0            848                 
119                  6352780000.0         6351280000.0         0.0                  1500000.0            976                 
120                  6354280000.0         6352780000.0         0.0                  1500000.0            81                  
121                  6354280000.0         6352780000.0         0.0                  1500000.0            210                 
122                  6354280000.0         6352780000.0         0.0                  1500000.0            338                 
123                  6354280000.0         6352780000.0         0.0                  1500000.0            465                 
124                  6354280000.0         6352780000.0         0.0                  1500000.0            594                 
125                  6354280000.0         6352780000.0         0.0                  1500000.0            722                 
126                  6354280000.0         6352780000.0         0.0                  1500000.0            849                 
127                  6354280000.0         6352780000.0         0.0                  1500000.0            977                 
128                  6355780000.0         6354280000.0         0.0                  1500000.0            82                  
129                  6355780000.0         6354280000.0         0.0                  1500000.0            211                 
130                  6355780000.0         6354280000.0         0.0                  1500000.0            339                 
131                  6355780000.0         6354280000.0         0.0                  1500000.0            466                 
132                  6355780000.0         6354280000.0         0.0                  1500000.0            595                 
133                  6355780000.0         6354280000.0         0.0                  1500000.0            723                 
134                  6355780000.0         6354280000.0         0.0                  1500000.0            850                 
135                  6355780000.0         6354280000.0         0.0                  1500000.0            978                 
136                  6357280000.0         6355780000.0         0.0                  1500000.0            83                  
137                  6357280000.0         6355780000.0         0.0                  1500000.0            213                 
138                  6357280000.0         6355780000.0         0.0                  1500000.0            341                 
139                  6357280000.0         6355780000.0         0.0                  1500000.0            468                 
140                  6357280000.0         6355780000.0         0.0                  1500000.0            597                 
141                  6357280000.0         6355780000.0         0.0                  1500000.0            725                 
142                  6357280000.0         6355780000.0         0.0                  1500000.0            852                 
143                  6357280000.0         6355780000.0         0.0                  1500000.0            979                 
144                  6358780000.0         6357280000.0         0.0                  1500000.0            85                  
145                  6358780000.0         6357280000.0         0.0                  1500000.0            214                 
146                  6358780000.0         6357280000.0         0.0                  1500000.0            342                 
147                  6358780000.0         6357280000.0         0.0                  1500000.0            469                 
148                  6358780000.0         6357280000.0         0.0                  1500000.0            598                 
149                  6358780000.0         6357280000.0         0.0                  1500000.0            726                 
150                  6358780000.0         6357280000.0         0.0                  1500000.0            853                 
151                  6358780000.0         6357280000.0         0.0                  1500000.0            981                 
152                  6360280000.0         6358780000.0         0.0                  1500000.0            86                  
153                  6360280000.0         6358780000.0         0.0                  1500000.0            216                 
154                  6360280000.0         6358780000.0         0.0                  1500000.0            343                 
155                  6360280000.0         6358780000.0         0.0                  1500000.0            470                 
156                  6360280000.0         6358780000.0         0.0                  1500000.0            599                 
157                  6360280000.0         6358780000.0         0.0                  1500000.0            727                 
158                  6360280000.0         6358780000.0         0.0                  1500000.0            854                 
159                  6360280000.0         6358780000.0         0.0                  1500000.0            982                 
160                  7470180000.0         7468280000.0         0.0                  1900000.0            303                 
161                  7470580000.0         7468280000.0         0.0                  2300000.0            558                 
162                  7470580000.0         7468280000.0         0.0                  2300000.0            687                 
163                  7470580000.0         7468280000.0         0.0                  2300000.0            814                 
164                  7470580000.0         7468280000.0         0.0                  2300000.0            46                  
165                  7470580000.0         7468280000.0         0.0                  2300000.0            175                 
166                  7471380000.0         7468280000.0         0.0                  3100000.0            430                 
167                  7471780000.0         7468280000.0         0.0                  3500000.0            942                 
168                  7473280000.0         7471780000.0         0.0                  1500000.0            47                  
169                  7473280000.0         7471780000.0         0.0                  1500000.0            176                 
170                  7473280000.0         7471780000.0         0.0                  1500000.0            304                 
171                  7473280000.0         7471780000.0         0.0                  1500000.0            559                 
172                  7473280000.0         7471780000.0         0.0                  1500000.0            688                 
173                  7473280000.0         7471780000.0         0.0                  1500000.0            815                 
174                  7473280000.0         7471780000.0         0.0                  1500000.0            943                 
175                  7473680000.0         7471780000.0         0.0                  1900000.0            431                 
176                  7475180000.0         7473680000.0         0.0                  1500000.0            48                  
177                  7475180000.0         7473680000.0         0.0                  1500000.0            177                 
178                  7475180000.0         7473680000.0         0.0                  1500000.0            305                 
179                  7475180000.0         7473680000.0         0.0                  1500000.0            432                 
180                  7475180000.0         7473680000.0         0.0                  1500000.0            560                 
181                  7475180000.0         7473680000.0         0.0                  1500000.0            689                 
182                  7475180000.0         7473680000.0         0.0                  1500000.0            816                 
183                  7475180000.0         7473680000.0         0.0                  1500000.0            944                 
184                  7476680000.0         7475180000.0         0.0                  1500000.0            178                 
185                  7476680000.0         7475180000.0         0.0                  1500000.0            306                 
186                  7476680000.0         7475180000.0         0.0                  1500000.0            433                 
187                  7476680000.0         7475180000.0         0.0                  1500000.0            561                 
188                  7476680000.0         7475180000.0         0.0                  1500000.0            690                 
189                  7477080000.0         7475180000.0         0.0                  1900000.0            49                  
190                  7477480000.0         7475180000.0         0.0                  2300000.0            817                 
191                  7477480000.0         7475180000.0         0.0                  2300000.0            945                 
192                  7478980000.0         7477480000.0         0.0                  1500000.0            50                  
193                  7478980000.0         7477480000.0         0.0                  1500000.0            179                 
194                  7478980000.0         7477480000.0         0.0                  1500000.0            307                 
195                  7478980000.0         7477480000.0         0.0                  1500000.0            434                 
196                  7478980000.0         7477480000.0         0.0                  1500000.0            562                 
197                  7478980000.0         7477480000.0         0.0                  1500000.0            691                 
198                  7478980000.0         7477480000.0         0.0                  1500000.0            818                 
199                  7478980000.0         7477480000.0         0.0                  1500000.0            946                 
200                  7480480000.0         7478980000.0         0.0                  1500000.0            51                  
201                  7480480000.0         7478980000.0         0.0                  1500000.0            180                 
202                  7480480000.0         7478980000.0         0.0                  1500000.0            308                 
203                  7480480000.0         7478980000.0         0.0                  1500000.0            563                 
204                  7480480000.0         7478980000.0         0.0                  1500000.0            692                 
205                  7480480000.0         7478980000.0         0.0                  1500000.0            819                 
206                  7480480000.0         7478980000.0         0.0                  1500000.0            947                 
207                  7480880000.0         7478980000.0         0.0                  1900000.0            435                 
208                  7482380000.0         7480880000.0         0.0                  1500000.0            52                  
209                  7482380000.0         7480880000.0         0.0                  1500000.0            181                 
210                  7482380000.0         7480880000.0         0.0                  1500000.0            309                 
211                  7482380000.0         7480880000.0         0.0                  1500000.0            436                 
212                  7482380000.0         7480880000.0         0.0                  1500000.0            564                 
213                  7482380000.0         7480880000.0         0.0                  1500000.0            693                 
214                  7482380000.0         7480880000.0         0.0                  1500000.0            820                 
215                  7482380000.0         7480880000.0         0.0                  1500000.0            948                 
216                  7483880000.0         7482380000.0         0.0                  1500000.0            53                  
217                  7483880000.0         7482380000.0         0.0                  1500000.0            182                 
218                  7483880000.0         7482380000.0         0.0                  1500000.0            310                 
219                  7483880000.0         7482380000.0         0.0                  1500000.0            437                 
220                  7483880000.0         7482380000.0         0.0                  1500000.0            565                 
221                  7483880000.0         7482380000.0         0.0                  1500000.0            821                 
222                  7483880000.0         7482380000.0         0.0                  1500000.0            949                 
223                  7484280000.0         7482380000.0         0.0                  1900000.0            694                 
224                  7485780000.0         7484280000.0         0.0                  1500000.0            54                  
225                  7485780000.0         7484280000.0         0.0                  1500000.0            183                 
226                  7485780000.0         7484280000.0         0.0                  1500000.0            311                 
227                  7485780000.0         7484280000.0         0.0                  1500000.0            438                 
228                  7485780000.0         7484280000.0         0.0                  1500000.0            566                 
229                  7485780000.0         7484280000.0         0.0                  1500000.0            695                 
